pmid,ref_list
2339124,"['2784673', '2650680', '6943544', '5046147', '2457089', '238033', '2869144', '2848495', '4200724', '2419484', '2310372', '6267261', '3082623', '2451020']"
19869424,['19869404']
4820640,"['13912024', '4573426', '14022799', '4110183', '5791607', '4105839', '13035721', '5571055', '4646291', '14058267']"
6747902,"['6943544', '6288929', '192082', '444224', '4566524', '6033576', '6379151', '564692']"
19870386,"['19869620', '19870232']"
5919560,['14324118']
5498453,"['14485725', '5767880', '5806399']"
14127571,['14047236']
4345920,"['4945194', '4591470', '4942756', '4898993', '4887519', '4891262', '4887520', '4934065', '4563969']"
2390471,"['7459241', '7459205']"
1060124,"['4329561', '4736534']"
6187012,"['109833', '6987662', '164009', '6068183', '6035643', '426037', '6273845', '6795635', '186639', '5289362', '5269244', '6284798']"
4399518,"['4308839', '13549500', '14195622', '14340089', '5774477']"
6797411,"['5801425', '4327463', '1068456', '7431249', '4347251', '5579661', '306839', '167718']"
13894677,['13702406']
19870836,"['19870598', '19870145', '19869072', '19870480']"
6749866,"['511941', '92524', '1117030', '1244421', '315987', '299880', '117075', '233910', '701356', '567240']"
291909,"['228058', '4504350', '1064875', '424306']"
4356572,['4689513']
311808,"['1083421', '925079', '567240', '1097576', '344328', '830791', '811750', '58959', '1113066']"
19871486,"['19870090', '19870335', '19870803', '19870729', '19870543']"
4590486,"['4860908', '4107814', '4570607', '4167587', '4591481', '4940379', '4559741', '4630612', '4891262', '4399341', '4574696']"
4359648,"['14273640', '4552226', '4167587', '4563969', '14127571', '4943172', '4912521', '4553837', '4991424', '4632321', '4574693']"
4898984,"['14047235', '14047236', '4869215']"
5787344,"['14209913', '14210764', '4864670', '14461382', '4168098']"
7236202,"['62360', '1061124', '4504350', '1008844', '11783', '999652']"
7026575,"['1141379', '701363', '416168', '830791', '172515', '7350172', '567240', '201645', '811750', '6257726', '6166621']"
6087800,"['5058962', '7378066', '1082506', '167718', '6418245', '184464', '6349622', '172531', '6273550']"
6630524,"['1081991', '7258300', '1262475', '624905', '4400052', '191639', '171281', '1098043', '186639', '6193516', '7358851', '6412737']"
13981351,['13621406']
1094455,"['4912521', '4608700', '4555413', '4564210', '14205619', '4368323', '4869215', '4579870', '4603161', '4600786']"
6278417,"['6262521', '7236202', '273225', '6270369', '269380', '228058']"
19870543,"['19870525', '19870432', '19870523']"
4359647,"['4553837', '4552226', '4908671', '4570769', '4559593', '4632321', '4167587', '4991424', '4942914', '5547997', '4574693']"
192082,"['4267065', '5073238', '13913207', '13621405', '4210210', '4900611', '5806399']"
6977612,"['315990', '58959', '701364', '650151', '311808', '649658', '300781', '131173', '1113066', '1097576', '7061598', '6795304']"
5340507,"['14907625', '13117816', '5225522']"
4508336,"['5656394', '5129269', '14228505', '5058962', '14069792']"
4126826,"['4553837', '4564210', '4329731', '4928015', '4563986', '5541530', '4555414', '4869215', '14047235', '4912521', '4945181']"
1083424,"['5685862', '1127019', '1092700', '233974', '1109230', '1081122']"
7378066,"['14041948', '4357461', '4327463', '6033576', '5656394', '14206423', '14222810', '1156396', '5013594']"
144139,"['162790', '1097576', '300781', '1141379', '1202020', '58959', '1254641']"
3291862,"['6089758', '3663137', '4278548', '5016949', '6817329', '191471', '3663188', '2820378', '3479980', '3026359']"
238034,"['4783095', '4333358', '6033576', '4900611', '5579661', '13913207']"
3064854,"['2820378', '7378065', '2884101', '2959279', '4783095', '16742833', '2959277', '4267065', '2825180', '3663188', '3291862']"
4336696,"['4907880', '4399341', '4928006', '4869214', '4908671']"
6611405,"['5549097', '4391039', '597271', '314510', '7182478', '238034', '7431249', '7310735', '560846', '241998', '5046147']"
14067904,"['19871342', '19870326', '19870090', '13959531', '14392237', '13785271', '19871314', '19871355']"
3219280,"['7459205', '3166899']"
1092653,"['4583247', '4323966', '4583233', '4570768', '5764338', '4570769', '4590486', '5337773', '4597453', '4359648', '4555413', '4359647', '4879237', '4869215', '4908671']"
13035721,['14795438']
4612523,"['4914069', '4923076', '4604639', '4935321', '4598005', '4590480', '4604726', '4556462', '4928015', '4559593', '4576014', '4214778', '4598290']"
4864671,"['14068394', '5938816', '4160398', '4160399']"
30683,"['5822571', '4538858', '4820640', '5428856', '5766943', '5913303', '4630981', '5766053', '14058267', '4736774', '1133171', '641145']"
627836,"['1113066', '58959', '162790', '830791', '1254641', '1117030', '925079']"
3026354,"['172531', '184464', '7182478', '1068456', '238034', '7310735', '1156396', '444224', '2994073', '2419484', '4084229']"
1082506,"['5058962', '6033576', '5767880', '4267065', '5765859', '5046150', '5352046']"
3082623,"['6310590', '5046150', '306839', '6247487', '1119538', '6117854', '7310735', '6267261', '6090649', '1087642']"
1898359,"['3479980', '6267261', '4084229', '6332622', '2558167', '3026354', '2339124', '13621406', '2994073', '6093775', '2784673', '2451500', '2310372', '3931630', '6525174']"
13621406,[]
4553014,"['4098878', '4325310', '4959010', '5829754', '5559143', '5762048', '4398350']"
575041,"['4854389', '200917', '1016244']"
4091808,"['6418245', '6247487', '1156396', '659615', '6087800', '6090645', '322137', '1068456', '193098', '6267261', '174544']"
629753,"['181401', '5664206', '1262475', '4340975', '191640', '191642', '191639']"
5791607,"['5942999', '4160443', '4872344', '4864671', '4160398', '4160399']"
14245345,"['13621406', '14485725']"
266726,"['1016244', '1061124', '4519652', '949336']"
4927673,"['14292991', '4884826', '4867745', '4902384']"
6656760,"['266704', '6293467', '267930', '4810778', '803566', '6646125', '6956912', '6933549']"
4736534,['5315962']
2884101,"['5055788', '564692', '1156396', '174544', '167718', '560846', '6332622', '3026354', '2432882', '4084229', '6572915', '3827851']"
13710682,"['19869072', '14392237', '19870384', '13710681', '14367678', '14367679', '13710679', '13575674']"
14795438,[]
13575674,"['19870432', '19870861', '19870729', '19870335', '19871093', '14367678', '14367679']"
139610,"['5289010', '4993325', '5238663', '13956365', '180972', '1212205', '13416309', '5996', '4576401', '180982']"
14021124,"['13814573', '13889151']"
4912521,"['14047235', '4908671', '4869215', '4898984']"
4427089,"['4583776', '5662582', '4369434', '4181538', '4820640', '4198109', '4578155', '4168369', '14164478', '4161820', '5271167']"
1311171,"['2120042', '7236202', '3467361', '4527690', '273225', '2302188', '6615424', '2537618', '1840696', '6615426']"
570052,"['566107', '141933']"
4539638,"['4181572', '5938816', '4178111', '5570677', '14058267', '4168098', '4264646', '4960935']"
16658379,['4329562']
1093168,"['4587254', '4587255', '4323966', '4550672', '4590485', '4879237', '5547997', '5547996', '1090570', '1090571', '5808311', '4935326', '1054851']"
4937784,"['5327904', '4940379', '4907880', '5337773', '4895537']"
19867218,['13702406']
4616941,"['4924969', '4420778', '4907880', '4982358', '4926684', '4343823', '4515610', '4199105', '4934065', '4942764', '4887520', '4342813', '4901355', '4929867']"
13999017,"['19869083', '13303984', '19870890', '19869057', '13355867', '19870145', '13303998']"
1258974,"['5009975', '5774266', '5002629', '5697984', '169697']"
597271,"['1260175', '14069792', '942401', '1109230', '241998', '1016242', '560846']"
618900,"['300781', '1254641', '1202020', '172515', '162790', '1202019']"
7328117,"['1083421', '7358795', '416168', '6257726', '102729', '7191427', '702050', '6457076', '6893451', '131173', '627836']"
4544056,"['5782445', '4920597', '4349948', '5307809', '5795099', '5576664', '6034750', '4178111']"
5579645,"['5501007', '5501008']"
19871487,"['19869425', '19870362', '19868761', '19870335', '19870543', '19870729']"
10706630,"['5049426', '5289362', '1184752', '7193688', '7076844', '6795635', '2991848', '6790574', '7354135', '4362915', '6954514', '3877935', '187622', '4566474']"
14292991,"['14273641', '14127571']"
306839,"['4868186', '6033576', '5016949', '5806399', '13733733', '5840799', '13621405']"
4364409,"['5338806', '5131013', '4715955']"
1850989,"['6293467', '2851981', '3461460', '3036081', '424306', '3479771', '3028370', '2840891', '219849', '7283980', '2829835']"
5762048,"['13998479', '5782445', '13398975', '6034750', '6040076']"
4570607,"['4937782', '4926684', '4167587', '4630612', '4336693', '4559741', '4919744', '4399341', '4323966']"
13222283,['13035721']
3479771,"['230821', '15938047', '3010323', '6646125', '3461460', '3035561', '3469643', '1093178', '3863100', '3467361']"
1061124,"['4504372', '802513', '4527690']"
19869057,['19869011']
5090066,"['4920597', '4873020', '5766053', '13743575', '14164478', '6050103', '14068394', '13761024']"
5322723,"['14273650', '14124314']"
103883,"['300781', '344328', '299880', '233910', '304881', '131173', '914894', '1117030']"
6849791,['7041938']
6309861,"['1244421', '7026575', '7241050', '925079', '1141379', '7096442', '701356', '650151', '7061598', '344328', '830791', '6257726', '567240']"
4128546,"['14058267', '4192704', '4295331', '5571055', '4623164', '5413326', '5083460', '5787344', '4181572', '4997587']"
4504350,['4332253']
5126909,"['4180008', '4961416', '14342506', '5679366', '4923074', '4966827']"
14273640,['14127571']
14225262,"['14188732', '13828388', '13700047']"
19870384,"['19870335', '19869058', '19869072']"
5105952,"['14020969', '13743575', '13698149', '5762048', '4104294', '5795099', '4927595']"
4152296,"['16742833', '4347251', '4151898', '4200724']"
6319760,"['4636395', '6656760', '6283171', '6284707', '6262521', '6292456', '228058']"
5840799,"['14485725', '13733733']"
4590480,"['6016896', '4515610', '4336696', '4919748', '4342813', '4919749', '4728274', '4928015', '4935326', '4583247', '4583233']"
6310590,"['4210210', '14208357', '14454675', '179091', '1082506', '6117854', '6418245', '4783096', '4783095', '7001464', '4850387']"
6799523,"['1117030', '315990', '305462', '300781', '6257726', '6457076', '6158548', '233910', '92524', '273062', '7350172']"
1079536,"['5765859', '5126640', '16742812', '5352046']"
444224,"['4278548', '167718', '4783095', '25652', '813634', '1068456', '4391039', '666748']"
6229546,"['811750', '925079', '6815205', '1083421', '115892', '6681817', '7096442', '201645', '650151', '571893', '1097576', '7350172']"
999652,"['1093178', '7240', '4332253']"
13109154,['14898034']
8460642,"['2564734', '1598904']"
4934065,"['4323966', '4914069', '4919744', '4887520', '4887519']"
2994628,"['6293467', '1016244', '597231', '219849', '6274318', '204299', '220959', '6779811']"
13999018,"['19871270', '19870890', '15436932', '19870145', '13475222', '19870210', '13303998']"
1092652,"['4576403', '4604639', '4591481', '4167587', '4929867', '1089634', '4902384', '4867745', '4928006', '4345920', '4919748', '4399341', '4874304', '5322723']"
54920,"['5126640', '13733733', '4566524', '5352046']"
4168100,"['4163363', '4160443', '4959010', '4162733']"
2851999,"['219849', '2851981', '186037', '1016244', '802513', '6779811', '186036', '949336', '3140780', '3034602', '3036064']"
1098043,"['4824289', '4278108']"
4215796,"['4598307', '13702406', '5547997', '4945181', '4606553', '4935321', '4515610', '4728274', '4590486', '4919749', '4935326', '4552226', '4991424', '4199105']"
269380,"['4636395', '4211166', '1255846']"
4706189,"['16562076', '5288387', '13376638', '4312544', '4308839', '5679365', '14208516']"
4555413,"['4869215', '5337773', '4945181', '14047236', '4551983', '14205619', '4929865']"
2950123,"['6749861', '903373', '6802933', '6292235', '233974', '833542', '1081122', '6264018', '1092700', '299886', '401862', '1003106']"
23104,"['16742812', '4106490', '4347251', '4250239', '4375471', '5352046', '4391039', '5579652']"
3418283,"['3443812', '5310138']"
4171054,"['14209913', '14210764', '13912024', '4162733', '4168369']"
19871093,"['19870641', '19870932', '19870861', '19869937', '19870855']"
5551637,"['5822063', '4884823', '13828388', '4180008']"
1598904,"['2035527', '2564734', '3362861']"
2971672,"['6284798', '4278108', '7076844', '6787602', '7258300', '288080', '6089177', '1098043', '6087354', '7193688', '6966402', '181401']"
5865937,"['14069795', '13990905']"
19870621,"['19870326', '19870324', '19870090', '19869937']"
1930136,"['2438693', '2025222', '6615426', '6441888', '3208738', '2690828', '486120', '2000403', '6315408', '187173', '6185958', '6278417', '3814093']"
6477524,"['191809', '803566', '73183', '101214', '6180296', '6797402', '6860309', '6860308']"
4924969,"['5237898', '4982358', '4894690']"
7917691,"['6626399', '1449925', '8435243', '1772710']"
1094466,"['4564210', '14329463', '4887520', '14273641', '4587613', '4570769', '4359648', '14273640', '14127571', '1089631', '4126826', '4576230', '4153616', '4563969', '4942762']"
131173,"['172515', '53265', '1141379', '1244421', '126270']"
4552226,"['5327904', '5337773', '4867745', '4945194', '4918356', '4940379', '4928006']"
5122370,"['5503873', '5503869']"
288080,"['282607', '204932', '187622', '186639', '1262475', '186640', '4814896', '299747']"
6033529,"['4162733', '13912024', '14058267']"
18668843,"['4169739', '4987909', '5822571', '4098878', '13698149', '13912024', '14210764', '4646291']"
19871581,"['19871354', '19871342', '19870855', '19870148', '19870979', '19870978']"
4964566,"['13698149', '5942999', '14176294', '14058267']"
19870861,"['19870641', '19869011', '19869449', '19869432']"
4372600,"['4850387', '4508336', '4151898', '4152296', '4200724']"
272661,"['802513', '62360', '949336', '266726']"
13475222,"['16744548', '16744547', '13303984', '13426088', '13355867', '13149737', '13345771']"
14367678,"['19869937', '19870855', '19868943', '19871373', '19870621', '19870210', '19871093']"
1255846,"['4810778', '4530310', '803566']"
4515610,"['4397929', '4869214', '4570769', '5327904', '13952722', '4336696', '5288365', '4351810', '5271748']"
167099,"['1141379', '1117030', '1097576', '1113066']"
6023963,['13961356']
6777369,"['203926', '6933549', '7190385', '1156392', '291909', '575040']"
3544852,"['4209578', '171281', '71738', '4340975', '4374890', '6630524', '313568', '6035643', '6068183', '6308050', '6187012', '4255415', '4689513', '5044758', '4356571']"
3435459,"['6287217', '6270369', '3545185', '3814093', '6283171', '7236202', '6797402', '6615426', '3689328']"
5054457,"['5324224', '4323748', '6034750', '5307809', '5545124', '5571055', '5822571']"
13221781,['13109153']
486087,"['187173', '938474', '708376', '849260', '7240']"
4139705,"['4333043', '4504350']"
6961,"['4341704', '4612538', '4579004', '4394455', '4598306', '672', '174094', '4587250', '4583021', '171661']"
809424,"['1092669', '4901361', '4214778', '4919748', '4919749', '4572720', '1090576', '1099077', '4196248', '4879237', '4934065', '4717517', '4811009', '4420778', '1141201']"
4551983,"['14047236', '4869215', '4942764', '4926690', '4912521', '4895215']"
1090590,"['4923074', '4918633', '4590489', '5679365', '4576401', '4941569', '4261111', '4941570']"
187173,"['4636395', '938474', '7240']"
6490722,"['1244421', '126270', '1202019', '1202020', '300781', '457750', '117075', '315987']"
4598290,"['4560065', '4583233', '4926684', '4919748', '4919749', '4928015', '4583203', '4559594', '4934061', '4583247', '4576014']"
4305180,"['14247718', '6033529', '6034749']"
6289804,"['230821', '273225', '200917', '949336', '1016244', '220959', '219849']"
19871314,"['19870978', '19869519', '19870707', '19870855']"
233910,"['1254641', '1202020', '58959', '1141379', '299880']"
125745,"['4360543', '1097396', '14273650', '4630612', '1095565', '1090570', '1097390', '14329463', '6016896', '4896350', '5646621', '5781577', '4343823', '4275652', '4717511']"
7191691,"['486120', '8039', '1093178', '7190385', '575040', '575041']"
5771189,['5664206']
4315932,"['6033537', '13221781', '14340090', '13885712', '4291787']"
125265,"['1089634', '4579870', '4604144', '4869213', '4605383', '4879237', '4937784', '1090584', '1092658', '4875809', '4942756', '4902384', '4945194', '4275310']"
353736,"['192195', '266704', '267930', '1156392', '1061124']"
1092789,"['11526854', '14319404', '6040076', '13930142', '4864670', '5829754', '14795439', '13743575', '4960935', '1113067']"
5046147,"['14222810', '6033576', '5765859']"
4975368,"['5337773', '5764338', '14276123']"
6893455,"['164667', '6035644', '329287', '187622', '5049426', '5009975', '191642', '4814897', '5269244', '4255415']"
17386,"['4250239', '14206423', '5494227', '4391041', '1065905', '1147905', '12754', '167718']"
4338582,"['4945194', '4107814', '4895848', '4258796', '5327904', '4902384']"
4591943,"['4587605', '5322723', '14273650', '4945194', '5337773', '4874304', '4563969', '4895537', '4590473', '4926684', '4167587']"
4874307,"['14329449', '5337773']"
597246,"['4152296', '5344150', '5549097', '172531', '4783095', '4391039', '192082', '813634']"
1830474,"['3663188', '2558167', '174544', '2884101', '3499139', '2558168', '5812469', '2138778', '1707970', '6349622', '2959277', '3138987', '2959278', '143664', '7320872', '6817329']"
3317405,"['6615424', '291909', '3896234', '1064875', '3019668', '230821', '3838468', '228058', '7236202', '3875856']"
14188732,"['13398436', '13700047']"
4349948,"['5083460', '6050103', '4305180', '4323748', '6034750', '5105952', '5307809', '5766053', '13814573', '4335444']"
13439112,"['15436932', '19871357', '19870621', '18143584', '19871314', '18873865', '14824411']"
1099076,"['4275310', '4399341', '1097392', '1092658', '1089638', '4587600', '4942762', '4570769', '4908671', '1141201', '125264', '4887519', '1097416', '4887520', '1092652']"
6107092,"['131564', '5071929', '4541722']"
4375471,"['5925318', '13981351', '16742833', '4154743', '4391039']"
701363,"['650151', '126270', '172515', '618900', '1202020', '1202019']"
2451020,"['6090649', '942401', '6087800', '5046147', '2443667', '191471', '4210210', '1087642', '179091', '6090646', '6310590', '2413915', '2873240']"
426037,"['5054252', '4356571', '4530317', '4400052', '1266944', '405872', '70433', '169697', '1258974']"
2451500,"['4084229', '6090649', '5549097', '1156396', '288060', '3827851', '6332622', '813634', '6310590', '2994073', '3486656', '2884101', '564692', '6525174']"
6087354,"['6943570', '67179', '6975347', '6938979', '4566474', '6460044', '6310559', '7076844', '6580622', '388439', '6289305', '6893455', '6281794']"
6183279,"['1244421', '6788894', '1117030', '701356', '7026575', '115892', '7328117', '103883', '1141379']"
3718473,"['7191691', '3927292', '6777369', '266704', '1093178', '743241', '6284707', '7283980', '272661', '3838468']"
1266944,"['5049426', '4447125', '1258974', '4362915', '169697']"
4884823,"['13828388', '13109154', '14340090']"
4959010,"['14247718', '5938816', '4160443']"
4935326,"['4869214', '4919749', '4919748', '4928015']"
186639,"['5269244', '1184752', '1054823', '4824289', '51031', '181401']"
3838468,"['6315408', '6283171', '6292456', '61588', '6284706', '6300662', '6278417', '6180296']"
4167587,['5337773']
6138708,"['6797402', '6180296', '379820', '1061124', '266704', '269380', '6300662', '6933549']"
